segmento_id,punto_id,nome_linea,x_studs,z_studs
324,8,,150359.03,109965.18
324,9,,150382.35,109968.79
324,10,,150405.37,109971.75
324,11,,150434.34,109974.93
324,12,,150465.01,109977.19
325,0,,149593.67,109400.57
325,1,,149617.1,109420.96
325,2,,149641.16,109438.94
325,3,,149655.89,109449.99
325,4,,149703.46,109490.9
325,5,,149721.73,109506.0
325,6,,149741.04,109521.98
325,7,,149770.14,109546.88
325,8,,149811.22,109582.18
325,9,,149924.57,109681.03
325,10,,149968.29,109719.28
325,11,,149997.0,109744.03
325,12,,150015.76,109759.83
325,13,,150033.76,109773.51
325,14,,150056.6,109789.2
325,15,,150081.59,109804.41
325,16,,150101.09,109815.09
325,17,,150124.98,109827.0
325,18,,150164.38,109843.71
326,0,,150509.16,109928.17
326,1,,150561.06,109929.1
326,2,,150593.53,109930.34
326,3,,150613.77,109930.31
326,4,,150632.0,109929.27
326,5,,150650.04,109927.11
326,6,,150669.81,109924.09
326,7,,150686.3,109921.04
326,8,,150708.62,109916.46
326,9,,150724.68,109912.05
326,10,,150770.12,109900.56
326,11,,150835.65,109883.65
326,12,,150901.82,109867.41
326,13,,150961.85,109852.97
327,0,,-1394.8,3533.08
327,1,,-1465.78,3402.34
327,2,,-1479.35,3369.09
327,3,,-1490.96,3332.48
327,4,,-1492.73,3298.68
327,5,,-1490.61,3262.29
327,6,,-1484.21,3230.93
327,7,,-1475.48,3205.28
327,8,,-1460.54,3166.51
327,9,,-1453.04,3150.05
327,10,,-1436.29,3114.51
327,11,,-1431.03,3103.49
327,12,,-1386.6,3006.95
327,13,,-1351.85,2926.46
327,14,,-1348.12,2917.26
327,15,,-1342.62,2903.56
327,16,,-1325.48,2856.58
327,17,,-1272.46,2724.42
327,18,,-1218.31,2587.7
327,19,,-1199.12,2520.06
327,20,,-1187.85,2482.92
327,21,,-1171.01,2434.8
327,22,,-1157.53,2401.59
327,23,,-1075.92,2217.85
327,24,,-1043.28,2143.72
327,25,,-1011.45,2069.78
327,26,,-995.4,2033.71
327,27,,-980.12,1999.34
327,28,,-963.44,1961.49
327,29,,-915.03,1853.8
327,30,,-878.34,1771.7
327,31,,-840.86,1688.01
327,32,,-816.33,1632.5
327,33,,-797.58,1589.53
327,34,,-786.51,1562.22
327,35,,-778.79,1542.4
327,36,,-771.36,1519.04
327,37,,-758.8,1483.15
327,38,,-745.32,1443.68
327,39,,-729.24,1399.71
328,0,Ferrovia Torino-Genova,-2596.43,6368.09
328,1,Ferrovia Torino-Genova,-2588.2,6515.9
328,2,Ferrovia Torino-Genova,-2586.71,6557.19
328,3,Ferrovia Torino-Genova,-2583.02,6607.35
329,0,,-731.03,1328.36
329,1,,-717.1,1291.97
329,2,,-694.26,1231.62
329,3,,-679.23,1190.7
329,4,,-666.33,1148.57
329,5,,-661.02,1131.13
329,6,,-649.0,1085.03
329,7,,-632.2,1029.31
329,8,,-626.19,995.97
329,9,,-620.42,960.45
329,10,,-612.64,912.72
329,11,,-600.54,842.14
330,0,,111056.03,2950.62
330,1,,111067.46,2921.39
331,0,,111067.46,2921.39
331,1,,111108.11,2836.9
331,2,,111171.85,2725.16
331,3,,111199.12,2681.84
331,4,,111273.25,2583.4
331,5,,111352.51,2492.7
331,6,,111435.6,2413.08
331,7,,111467.2,2385.53
331,8,,111545.18,2323.21
331,9,,111591.45,2288.63
331,10,,111714.22,2212.43
331,11,,111765.33,2185.62
331,12,,111801.62,2167.49
331,13,,111847.68,2146.27
331,14,,111950.94,2105.01
331,15,,112026.6,2077.59
331,16,,112089.99,2054.65
331,17,,112220.65,2007.53
331,18,,112230.81,2004.64
332,0,Ferrovia Torino-Genova,125573.68,44508.69
332,1,Ferrovia Torino-Genova,125539.01,44471.57
333,0,,146635.92,107892.62
333,1,,146539.37,107893.74
333,2,,146508.96,107894.99
333,3,,146486.57,107895.48
333,4,,146463.24,107896.45
333,5,,146437.15,107898.12
333,6,,146411.59,107900.16
333,7,,146390.77,107902.37
333,8,,146369.16,107905.33
333,9,,146349.02,107908.56
333,10,,146328.5,107912.71
333,11,,146307.3,107917.66
334,0,Ferrovia Torino-Genova,149815.73,72974.17
334,1,Ferrovia Torino-Genova,149796.55,73133.77
335,0,,80031.55,69817.08
335,1,,80151.1,68399.96
335,2,,80165.52,68335.4
335,3,,80173.33,68303.21
335,4,,80178.01,68291.18
335,5,,80189.41,68258.84
335,6,,80231.67,68176.33
335,7,,80261.0,68130.34
335,8,,80291.62,68090.24
335,9,,80348.39,68034.17
335,10,,80381.07,68007.7
335,11,,80410.39,67986.16
335,12,,80464.05,67954.18
335,13,,80507.68,67930.72
335,14,,80550.19,67911.75
335,15,,80949.54,67729.77
335,16,,81048.51,67681.2
335,17,,81066.9,67672.8
336,0,,80035.03,69956.76
336,1,,80031.55,69817.08
337,0,,114812.52,65804.23
337,1,,114789.28,65862.59
337,2,,114751.33,65980.21
337,3,,114562.36,66873.35
337,4,,114565.32,67033.08
337,5,,114567.1,67071.73
337,6,,114573.47,67208.84
337,7,,114604.54,67734.27
337,8,,114622.4,68103.92
337,9,,114624.24,68201.04
337,10,,114612.34,68326.24
337,11,,114599.54,68380.71
337,12,,114581.94,68438.39
337,13,,114559.61,68506.93
337,14,,114535.43,68559.06
337,15,,114494.45,68639.51
337,16,,114361.83,68885.16
337,17,,114343.05,68921.65
337,18,,114191.44,69209.4
337,19,,114185.3,69220.94
337,20,,114144.12,69298.28
337,21,,114008.73,69557.16
337,22,,113868.41,69814.92
337,23,,113715.14,70108.44
337,24,,113668.54,70189.0
337,25,,113625.22,70262.24
338,0,,110506.87,26909.53
338,1,,110744.38,27214.83
338,2,,111770.14,28497.09
338,3,,112271.01,29119.1
338,4,,112379.57,29252.77
338,5,,112485.73,29369.22
338,6,,112584.3,29480.41
338,7,,112646.08,29547.27
338,8,,112692.34,29601.63
338,9,,112736.12,29657.56
339,0,,110350.1,26853.72
339,1,,110356.33,26889.63
339,2,,110359.84,26922.41
339,3,,110361.31,26948.29
339,4,,110361.76,26968.32
339,5,,110361.1,26998.36
339,6,,110359.67,27021.86
339,7,,110357.05,27050.17
339,8,,110354.23,27068.8
339,9,,110350.06,27093.42
339,10,,110343.02,27123.38
339,11,,110333.85,27154.17
339,12,,110309.32,27215.06
339,13,,110276.31,27280.54
339,14,,110233.78,27342.25
339,15,,110178.61,27400.84
339,16,,110120.52,27454.33
339,17,,110034.97,27532.78
339,18,,109633.09,27884.69
339,19,,109392.46,28092.98
340,0,,110345.57,26833.3
340,1,,110350.1,26853.72
341,0,,-211.54,245.5
341,1,,-216.45,255.47
341,2,,-378.54,573.31
341,3,,-423.54,661.55
341,4,,-452.7,717.52
341,5,,-478.22,767.7
341,6,,-480.32,771.81
341,7,,-493.63,796.38
341,8,,-495.28,799.42
341,9,,-513.73,843.88
342,0,,-311.92,194.06
342,1,,-317.43,204.86
342,2,,-415.44,399.52
342,3,,-468.21,502.21
342,4,,-516.36,596.55
342,5,,-541.92,660.01
342,6,,-560.8,712.82
342,7,,-573.03,757.53
343,0,,-187.62,257.26
343,1,,-192.92,267.68
343,2,,-398.8,673.14
343,3,,-406.87,690.05
344,0,,-577.87,880.94
344,1,,-587.14,939.11
344,2,,-594.27,975.82
345,0,,-176.21,271.84
345,1,,-180.57,280.32
345,2,,-378.69,671.26
345,3,,-388.34,687.4
345,4,,-394.1,696.13
346,0,,-307.91,196.1
346,1,,-313.41,206.9
346,2,,-411.24,402.18
346,3,,-459.89,500.84
346,4,,-511.23,598.98
346,5,,-536.49,662.63
346,6,,-555.12,714.46
346,7,,-567.25,758.62
347,0,,-127.5,287.82
347,1,,-131.19,294.99
347,2,,-233.15,493.56
347,3,,-247.5,521.74
347,4,,-249.94,526.69
348,0,,-291.96,204.21
348,1,,-297.43,214.96
348,2,,-496.48,607.76
348,3,,-503.0,621.41
348,4,,-514.14,648.94
348,5,,-527.58,682.35
348,6,,-548.83,742.83
348,7,,-555.49,762.86
349,0,,-562.43,930.45
349,1,,-573.96,968.31
349,2,,-582.64,1001.83
350,0,,-232.07,234.65
350,1,,-237.45,245.22
350,2,,-441.91,646.98
350,3,,-470.51,707.76
350,4,,-496.1,764.8
350,5,,-518.53,812.29
350,6,,-524.5,825.08
350,7,,-530.52,838.03
351,0,,-226.37,237.69
351,1,,-231.72,247.79
351,2,,-437.49,649.69
351,3,,-466.45,709.65
351,4,,-490.17,762.25
351,5,,-492.48,767.4
351,6,,-514.08,813.99
351,7,,-525.62,840.6
352,0,,-171.21,274.37
352,1,,-175.59,282.97
352,2,,-351.47,631.31
353,0,,-287.01,206.72
353,1,,-292.47,217.45
353,2,,-491.81,608.46
353,3,,-510.52,650.91
353,4,,-524.27,684.89
353,5,,-544.56,749.12
353,6,,-546.11,754.05
353,7,,-554.24,779.77
354,0,,-147.44,277.68
354,1,,-152.66,287.98
354,2,,-306.36,590.93
354,3,,-308.11,594.03
355,0,,-650.27,1112.44
355,1,,-642.78,1086.34
355,2,,-627.96,1034.57
355,3,,-615.55,991.07
356,0,,-415.06,657.83
356,1,,-212.57,257.76
356,2,,-207.23,247.29
357,0,,-538.86,783.69
357,1,,-528.74,750.25
357,2,,-508.83,690.7
357,3,,-491.73,648.58
357,4,,-477.72,619.87
357,5,,-277.25,225.13
357,6,,-271.8,214.46
358,0,,-560.0,795.34
358,1,,-569.84,835.42
358,2,,-577.87,880.94
358,3,,-587.98,918.67
358,4,,-591.32,929.74
358,5,,-599.29,956.3
358,6,,-607.25,985.89
358,7,,-623.72,1040.34
359,0,,-255.6,231.54
359,1,,-259.19,238.58
359,2,,-458.33,628.3
359,3,,-491.2,697.99
360,0,,-267.2,216.79
360,1,,-272.63,227.47
360,2,,-471.48,621.82
360,3,,-480.33,642.83
360,4,,-491.89,668.52
360,5,,-501.69,692.7
361,0,,-619.57,1112.93
361,1,,-644.65,1162.47
362,0,,-382.69,725.17
362,1,,-395.76,752.31
362,2,,-421.5,805.14
362,3,,-448.21,857.34
362,4,,-473.0,905.26
362,5,,-508.97,976.72
362,6,,-521.37,1003.38
362,7,,-535.19,1039.89
362,8,,-542.12,1054.58
362,9,,-558.08,1085.62
362,10,,-573.46,1114.85
362,11,,-590.64,1149.19
363,0,,-623.49,882.11
363,1,,-632.95,900.86
363,2,,-652.17,940.87
363,3,,-660.23,958.53
363,4,,-668.15,978.38
363,5,,-678.84,1012.48
364,0,,-634.27,972.43
364,1,,-640.55,989.05
364,2,,-651.3,1021.6
364,3,,-663.39,1060.88
364,4,,-673.11,1094.18
364,5,,-680.23,1118.06
364,6,,-684.11,1132.01
364,7,,-693.1,1166.58
364,8,,-702.95,1206.99
365,0,,-635.9,993.88
365,1,,-645.51,1023.34
365,2,,-657.6,1062.87
365,3,,-667.37,1095.89
365,4,,-674.35,1119.92
365,5,,-678.53,1134.04
365,6,,-687.37,1168.14
365,7,,-698.84,1208.76
365,8,,-706.76,1231.56
365,9,,-715.32,1255.74
366,0,,-355.84,671.31
366,1,,-383.74,713.69
366,2,,-412.7,758.38
366,3,,-436.15,793.25
366,4,,-443.23,804.89
366,5,,-484.3,884.07
366,6,,-521.77,956.24
366,7,,-540.52,995.77
366,8,,-560.0,1047.15
366,9,,-582.56,1110.87
366,10,,-601.68,1157.1
366,11,,-628.16,1208.81
366,12,,-666.23,1275.83
366,13,,-689.28,1320.77
367,0,,-412.7,758.38
367,1,,-425.89,783.34
367,2,,-437.56,806.88
367,3,,-453.68,838.38
367,4,,-479.03,886.71
367,5,,-515.45,959.11
367,6,,-529.4,986.71
367,7,,-534.51,997.86
367,8,,-554.36,1049.49
367,9,,-576.99,1112.9
367,10,,-590.64,1149.19
367,11,,-596.37,1159.73
367,12,,-603.35,1171.97
367,13,,-616.68,1192.29
367,14,,-628.16,1208.81
368,0,,-701.07,1270.43
368,1,,-731.03,1328.36
369,0,,-297.42,601.19
369,1,,-315.69,629.18
369,2,,-338.71,660.39
369,3,,-353.72,679.04
369,4,,-371.1,698.39
369,5,,-383.74,713.69
369,6,,-417.91,754.39
370,0,,-674.18,1142.25
370,1,,-683.64,1169.53
370,2,,-698.84,1208.76
371,0,,-535.19,1039.89
371,1,,-517.66,1005.09
371,2,,-504.78,979.52
371,3,,-467.58,907.88
371,4,,-442.62,859.67
371,5,,-415.93,808.29
371,6,,-406.69,789.94
371,7,,-395.98,768.7
371,8,,-378.86,735.03
372,0,,-760.25,1136.81
372,1,,-751.1,1114.75
372,2,,-716.85,1032.9
372,3,,-708.04,1011.61
373,0,,-634.04,918.07
373,1,,-646.75,943.34
373,2,,-654.66,961.17
373,3,,-662.25,980.55
373,4,,-674.18,1013.89
373,5,,-685.82,1054.66
374,0,,-635.13,952.17
374,1,,-648.3,985.97
374,2,,-659.31,1018.69
374,3,,-671.55,1058.37
374,4,,-681.16,1092.17
374,5,,-687.52,1116.51
375,0,,-353.72,679.04
375,1,,-368.36,700.5
375,2,,-382.69,725.17
375,3,,-399.18,751.81
375,4,,-410.84,771.85
375,5,,-419.17,787.92
375,6,,-426.68,803.05
375,7,,-454.55,855.37
375,8,,-515.93,974.28
375,9,,-527.56,1001.26
375,10,,-546.79,1052.42
375,11,,-558.08,1085.62
376,0,,-616.06,850.32
376,1,,-639.31,897.45
376,2,,-658.07,937.92
376,3,,-666.13,956.52
376,4,,-671.87,976.67
376,5,,-678.84,1012.48
376,6,,-685.82,1054.66
376,7,,-692.01,1090.47
377,0,,-678.32,1226.81
377,1,,-698.07,1279.52
377,2,,-704.76,1296.4
377,3,,-710.52,1310.25
377,4,,-732.47,1363.9
377,5,,-766.92,1446.22
378,0,,-417.91,754.39
378,1,,-440.03,788.35
378,2,,-447.92,801.78
378,3,,-464.05,832.26
378,4,,-489.72,881.66
378,5,,-526.78,953.84
378,6,,-541.07,980.97
378,7,,-546.4,992.61
378,8,,-562.63,1033.79
378,9,,-614.7,1167.5
378,10,,-631.65,1207.96
378,11,,-644.73,1233.88
378,12,,-666.23,1275.83
379,0,,-404.04,844.98
379,1,,-414.82,866.32
379,2,,-469.14,973.73
379,3,,-499.03,1031.88
379,4,,-510.06,1052.97
379,5,,-523.09,1077.66
379,6,,-531.28,1093.9
380,0,,-516.52,899.1
380,1,,-494.46,851.27
380,2,,-488.73,840.52
380,3,,-455.71,789.14
381,0,,-619.62,840.25
381,1,,-646.6,893.74
381,2,,-665.82,934.34
381,3,,-673.11,953.88
381,4,,-678.84,975.12
381,5,,-684.73,1011.39
381,6,,-690.0,1054.03
382,0,,-689.3,1201.55
382,1,,-700.16,1229.77
382,2,,-729.69,1308.79
383,0,,-408.01,820.8
383,1,,-427.47,860.24
383,2,,-482.54,967.64
383,3,,-512.18,1025.56
383,4,,-523.21,1047.15
383,5,,-536.23,1072.82
383,6,,-543.67,1088.7
383,7,,-551.24,1102.83
383,8,,-557.81,1115.49
383,9,,-569.09,1136.7
383,10,,-579.14,1155.54
383,11,,-583.73,1163.97
383,12,,-592.53,1177.62
383,13,,-608.65,1199.06
384,0,,-401.78,871.94
384,1,,-456.42,978.91
384,2,,-487.23,1037.63
384,3,,-498.47,1058.57
384,4,,-511.64,1084.15
384,5,,-521.14,1099.65
384,6,,-529.66,1112.83
384,7,,-537.21,1123.43
384,8,,-553.38,1145.16
384,9,,-568.23,1163.24
385,0,,-698.52,978.09
385,1,,-708.04,1011.61
385,2,,-716.45,1040.21
385,3,,-725.87,1068.83
385,4,,-740.6,1108.55
386,0,,-665.56,904.71
386,1,,-677.53,929.79
386,2,,-684.58,950.78
386,3,,-690.39,972.43
386,4,,-696.28,1010.09
386,5,,-699.38,1047.77
386,6,,-697.05,1090.1
386,7,,-694.89,1116.14
386,8,,-693.96,1129.94
386,9,,-696.28,1165.75
386,10,,-702.95,1206.99
386,11,,-715.32,1255.74
386,12,,-724.38,1287.75
386,13,,-729.69,1308.79
386,14,,-733.63,1322.17
386,15,,-745.24,1361.68
387,0,,-647.34,1250.79
387,1,,-631.22,1230.82
387,2,,-617.83,1215.94
387,3,,-604.56,1201.92
387,4,,-581.86,1177.79
387,5,,-568.23,1163.24
387,6,,-552.35,1146.23
387,7,,-533.88,1126.01
387,8,,-525.19,1114.48
387,9,,-516.01,1102.44
387,10,,-506.22,1086.57
387,11,,-491.34,1062.02
387,12,,-480.42,1040.56
387,13,,-450.66,981.89
387,14,,-396.55,875.05
388,0,,-634.5,933.89
388,1,,-639.77,946.28
388,2,,-647.37,964.26
388,3,,-654.81,983.5
388,4,,-666.13,1016.68
388,5,,-677.44,1056.99
388,6,,-683.8,1091.24
388,7,,-687.52,1116.51
388,8,,-690.0,1130.77
388,9,,-696.28,1165.75
389,0,,-373.51,738.78
389,1,,-390.42,772.25
389,2,,-401.83,793.45
389,3,,-409.65,809.58
389,4,,-436.44,863.26
389,5,,-460.47,911.31
389,6,,-497.28,982.63
389,7,,-510.65,1008.4
389,8,,-528.48,1042.9
389,9,,-535.73,1057.19
389,10,,-551.61,1088.56
389,11,,-566.61,1118.08
389,12,,-587.32,1159.01
389,13,,-595.75,1175.5
389,14,,-608.65,1199.06
389,15,,-620.56,1214.57
389,16,,-633.33,1229.95
389,17,,-647.34,1250.79
389,18,,-666.23,1275.83
390,0,,-663.35,1251.09
390,1,,-646.5,1201.62
390,2,,-636.88,1174.89
390,3,,-618.66,1128.47
390,4,,-605.81,1102.23
390,5,,-590.12,1070.78
390,6,,-581.32,1051.32
390,7,,-572.77,1028.74
390,8,,-555.31,984.13
390,9,,-535.35,938.01
390,10,,-516.52,899.1
390,11,,-500.67,872.13
390,12,,-475.46,832.12
391,0,,-621.6,831.97
391,1,,-652.17,890.91
391,2,,-671.39,932.02
391,3,,-678.68,952.17
391,4,,-683.95,973.73
391,5,,-689.07,1010.62
391,6,,-690.0,1054.03
391,7,,-692.01,1090.47
391,8,,-693.1,1116.36
391,9,,-693.96,1129.94
392,0,,-697.05,1090.1
392,1,,-702.97,1048.29
392,2,,-703.85,1030.81
392,3,,-702.85,1009.47
392,4,,-698.52,978.09
392,5,,-694.17,959.25
392,6,,-683.88,927.87
392,7,,-676.19,907.65
393,0,,-398.32,847.79
393,1,,-408.44,869.03
393,2,,-463.4,975.99
393,3,,-493.26,1034.52
393,4,,-504.47,1056.05
393,5,,-517.37,1080.77
393,6,,-526.8,1096.04
393,7,,-534.93,1109.23
393,8,,-555.97,1142.48
393,9,,-581.86,1177.79
394,0,,-410.74,842.14
394,1,,-421.65,862.96
394,2,,-476.33,970.37
394,3,,-506.22,1028.05
394,4,,-517.14,1049.88
394,5,,-529.91,1075.05
394,6,,-538.09,1090.92
394,7,,-545.29,1105.32
394,8,,-551.74,1117.71
394,9,,-563.27,1139.42
394,10,,-574.18,1158.52
394,11,,-579.39,1166.83
394,12,,-588.31,1180.35
394,13,,-597.99,1193.12
394,14,,-604.56,1201.92
395,0,,-955.05,1562.47
395,1,,-942.97,1553.49
395,2,,-928.24,1541.62
395,3,,-912.41,1529.39
395,4,,-892.66,1513.89
395,5,,-890.4,1511.93
395,6,,-885.7,1507.87
395,7,,-861.34,1479.07
396,0,,-1121.73,1740.49
396,1,,-1056.44,1657.9
397,0,,-957.37,1978.25
397,1,,-946.17,1959.12
397,2,,-932.43,1935.02
397,3,,-925.51,1920.68
397,4,,-916.78,1899.96
397,5,,-908.42,1883.12
397,6,,-849.29,1750.53
397,7,,-807.62,1656.06
397,8,,-798.61,1637.5
397,9,,-788.26,1614.3
397,10,,-783.36,1601.07
397,11,,-779.34,1587.98
397,12,,-770.2,1558.33
398,0,,-982.99,1572.81
398,1,,-960.65,1557.54
398,2,,-945.92,1546.65
398,3,,-933.28,1536.43
398,4,,-916.12,1521.11
398,5,,-908.25,1513.99
398,6,,-900.04,1503.33
399,0,,-745.32,1443.68
399,1,,-755.02,1484.77
399,2,,-762.6,1522.03
399,3,,-770.2,1558.33
399,4,,-773.87,1577.69
399,5,,-778.47,1599.99
399,6,,-781.32,1612.5
399,7,,-784.45,1624.72
399,8,,-788.74,1638.42
399,9,,-792.88,1651.82
399,10,,-797.96,1666.45
399,11,,-805.83,1686.75
399,12,,-831.81,1743.32
399,13,,-883.63,1860.96
399,14,,-896.04,1884.89
399,15,,-907.21,1904.61
399,16,,-917.31,1922.15
399,17,,-931.53,1946.04
399,18,,-936.46,1954.58
399,19,,-943.67,1966.69
399,20,,-958.03,1989.15
399,21,,-964.85,1998.6
399,22,,-973.84,2009.98
399,23,,-984.27,2024.13
399,24,,-991.64,2036.5
399,25,,-999.44,2049.11
399,26,,-1011.45,2069.78
400,0,,-1035.79,2111.68
400,1,,-1011.45,2069.78
401,0,,-1048.71,1664.13
401,1,,-1026.24,1637.38
401,2,,-1015.44,1623.65
401,3,,-1002.85,1610.89
401,4,,-993.21,1602.4
401,5,,-972.11,1585.39
401,6,,-949.05,1569.51
401,7,,-911.09,1543.99
401,8,,-898.21,1535.35
401,9,,-858.37,1508.82
401,10,,-837.96,1492.08
401,11,,-814.1,1471.14
401,12,,-800.18,1455.65
401,13,,-783.86,1435.87
401,14,,-773.19,1419.23
401,15,,-763.35,1401.65
401,16,,-755.01,1386.23
402,0,,-1184.96,1813.9
402,1,,-1172.23,1785.83
402,2,,-1157.92,1757.02
402,3,,-1135.15,1720.37
402,4,,-1111.8,1690.97
402,5,,-1094.97,1670.35
402,6,,-1077.48,1653.19
402,7,,-1041.93,1623.03
402,8,,-1012.11,1597.71
402,9,,-996.41,1583.38
402,10,,-976.84,1561.7
402,11,,-946.49,1525.7
402,12,,-903.28,1473.9
402,13,,-824.07,1378.15
403,0,,-788.26,1614.3
403,1,,-796.34,1638.79
403,2,,-801.03,1651.83
403,3,,-813.07,1683.66
403,4,,-844.0,1752.75
403,5,,-891.45,1857.68
403,6,,-901.85,1881.93
403,7,,-911.03,1902.37
403,8,,-920.13,1922.36
403,9,,-931.53,1946.04
404,0,,-1056.44,1657.9
404,1,,-1044.06,1643.44
404,2,,-1034.42,1632.32
404,3,,-1021.99,1619.24
404,4,,-999.25,1597.14
405,0,,-1344.09,2020.35
405,1,,-1310.35,1999.57
405,2,,-1279.36,1973.38
405,3,,-1251.97,1938.81
405,4,,-1235.78,1915.1
405,5,,-1219.27,1887.79
405,6,,-1207.66,1863.42
405,7,,-1192.61,1837.58
405,8,,-1180.51,1816.97
405,9,,-1164.49,1793.74
405,10,,-1143.56,1768.39
405,11,,-1121.73,1740.49
406,0,,-1035.79,2111.68
406,1,,-1081.33,2215.67
406,2,,-1162.4,2399.24
406,3,,-1176.46,2432.74
406,4,,-1193.15,2480.74
406,5,,-1204.89,2518.84
406,6,,-1223.66,2585.64
406,7,,-1363.75,2936.04
406,8,,-1383.6,2986.15
406,9,,-1395.37,3013.04
406,10,,-1413.35,3051.71
406,11,,-1443.28,3111.47
406,12,,-1459.02,3146.69
406,13,,-1466.44,3164.22
406,14,,-1471.21,3178.01
406,15,,-1490.28,3231.7
406,16,,-1512.64,3295.77
406,17,,-1536.75,3367.1
406,18,,-1546.63,3397.79
406,19,,-1556.86,3427.6
407,0,Ferrovia Torino-Genova,-729.24,1399.71
407,1,Ferrovia Torino-Genova,-758.43,1457.76
407,2,Ferrovia Torino-Genova,-779.63,1502.31
407,3,Ferrovia Torino-Genova,-788.44,1521.21
407,4,Ferrovia Torino-Genova,-813.18,1575.75
407,5,Ferrovia Torino-Genova,-820.38,1591.93
407,6,Ferrovia Torino-Genova,-825.81,1603.7
407,7,Ferrovia Torino-Genova,-839.41,1634.89
407,8,Ferrovia Torino-Genova,-858.79,1678.69
407,9,Ferrovia Torino-Genova,-890.07,1746.09
407,10,Ferrovia Torino-Genova,-911.87,1791.0
407,11,Ferrovia Torino-Genova,-958.09,1881.95
407,12,Ferrovia Torino-Genova,-989.09,1946.05
407,13,Ferrovia Torino-Genova,-1059.59,2102.26
407,14,Ferrovia Torino-Genova,-1177.59,2372.59
407,15,Ferrovia Torino-Genova,-1184.77,2389.08
407,16,Ferrovia Torino-Genova,-1425.8,2936.84
408,0,,-977.4,1580.07
408,1,,-999.25,1597.14
408,2,,-1025.12,1617.48
408,3,,-1038.51,1628.87
408,4,,-1050.66,1639.51
408,5,,-1062.53,1652.99
409,0,,-738.03,1448.56
409,1,,-755.02,1484.77
409,2,,-771.36,1519.04
409,3,,-786.31,1550.4
409,4,,-804.06,1581.89
409,5,,-818.3,1607.81
410,0,,-1565.08,2108.02
410,1,,-1525.23,2100.42
410,2,,-1478.15,2087.03
410,3,,-1426.14,2071.11
410,4,,-1394.33,2059.28
410,5,,-1365.23,2048.19
410,6,,-1336.35,2036.15
410,7,,-1307.16,2023.49
410,8,,-1279.53,2009.99
410,9,,-1253.58,1996.58
410,10,,-1226.37,1981.41
410,11,,-1200.52,1965.71
410,12,,-1173.32,1947.91
410,13,,-1146.94,1929.5
410,14,,-1095.97,1890.98
411,0,,-911.09,1543.99
411,1,,-941.22,1569.01
411,2,,-957.65,1583.96
411,3,,-977.95,1603.75
411,4,,-989.58,1617.25
412,0,,-1143.63,1782.62
412,1,,-1114.3,1746.48
413,0,,-1128.37,1735.14
413,1,,-1062.53,1652.99
414,0,,-1107.68,1751.8
414,1,,-1043.17,1668.59
415,0,,-908.25,1513.99
415,1,,-915.46,1522.37
415,2,,-930.6,1539.19
415,3,,-943.75,1552.67
415,4,,-955.05,1562.47
415,5,,-977.4,1580.07
415,6,,-1010.8,1600.57
415,7,,-1041.93,1623.03
416,0,,-928.24,1541.62
416,1,,-911.84,1530.09
416,2,,-890.44,1517.45
416,3,,-878.99,1510.88
416,4,,-865.52,1501.96
416,5,,-853.74,1492.73
416,6,,-834.25,1473.16
417,0,,-898.21,1535.35
417,1,,-977.4,1580.07
418,0,,-996.41,1583.38
418,1,,-983.94,1573.61
418,2,,-982.99,1572.81
418,3,,-962.66,1555.53
418,4,,-949.19,1543.22
418,5,,-938.39,1532.75
418,6,,-920.89,1514.42
418,7,,-906.23,1498.1
419,0,,-1251.97,1938.81
419,1,,-1231.4,1917.25
419,2,,-1209.69,1893.57
419,3,,-1185.76,1868.59
419,4,,-1164.74,1845.46
419,5,,-1148.5,1828.51
419,6,,-1136.09,1814.68
420,0,,-845.6,1571.86
420,1,,-878.24,1617.33
420,2,,-906.97,1656.11
420,3,,-1018.48,1796.13
420,4,,-1037.23,1818.58
420,5,,-1049.84,1831.11
420,6,,-1061.02,1840.74
420,7,,-1098.8,1868.72
420,8,,-1129.41,1891.63
420,9,,-1138.46,1898.54
420,10,,-1183.19,1930.99
420,11,,-1230.81,1963.16
420,12,,-1269.13,1985.27
420,13,,-1306.94,2004.37
420,14,,-1344.09,2020.35
420,15,,-1386.47,2037.35
420,16,,-1414.72,2047.29
420,17,,-1448.73,2058.16
420,18,,-1495.65,2072.21
420,19,,-1541.22,2084.07
421,0,,-774.72,1556.89
421,1,,-787.63,1595.89
421,2,,-797.78,1620.91
421,3,,-806.42,1639.76
421,4,,-854.65,1749.04
421,5,,-913.65,1879.46
421,6,,-922.64,1897.87
421,7,,-932.23,1921.02
421,8,,-940.22,1939.45
421,9,,-948.4,1958.72
421,10,,-957.37,1978.25
421,11,,-963.91,1990.16
421,12,,-972.27,2003.34
421,13,,-984.27,2024.13
422,0,,-1509.67,3269.01
422,1,,-1500.18,3243.89
422,2,,-1480.31,3186.73
422,3,,-1471.81,3161.32
422,4,,-1464.34,3143.18
422,5,,-1446.76,3106.92
422,6,,-1403.83,3018.28
422,7,,-1387.68,2980.96
422,8,,-1369.73,2934.22
422,9,,-1229.41,2583.55
422,10,,-1209.58,2517.02
422,11,,-1199.15,2479.19
422,12,,-1181.41,2431.44
422,13,,-1166.82,2397.35
422,14,,-1086.5,2213.78
422,15,,-1058.51,2149.28
422,16,,-1032.36,2089.32
422,17,,-1022.45,2067.39
422,18,,-1003.95,2025.9
422,19,,-981.75,1975.92
422,20,,-876.93,1739.81
